,Sampling Date,Location of Monitoring Station,SO2,NO2,RSPM/PM10,SPM,PM 2.5
3245,18/04/2012,"Thiruvottiyur,  Chennai",12.0,25.0,41.0,,
3246,20/04/2012,"Thiruvottiyur,  Chennai",13.0,29.0,69.0,,
3247,25/04/2012,"Thiruvottiyur,  Chennai",15.0,30.0,47.0,,
3248,27/04/2012,"Thiruvottiyur,  Chennai",14.0,25.0,47.0,,
3249,5/2/2012,"Thiruvottiyur,  Chennai",12.0,30.0,76.0,,
3250,5/4/2012,"Thiruvottiyur,  Chennai",14.0,31.0,105.0,,
3251,5/9/2012,"Thiruvottiyur,  Chennai",13.0,30.0,84.0,,
3252,5/11/2012,"Thiruvottiyur,  Chennai",13.0,28.0,89.0,,
3253,16/05/2012,"Thiruvottiyur,  Chennai",15.0,30.0,72.0,,
3254,18/05/2012,"Thiruvottiyur,  Chennai",13.0,28.0,88.0,,
3255,23/05/2012,"Thiruvottiyur,  Chennai",14.0,31.0,98.0,,
3256,25/05/2012,"Thiruvottiyur,  Chennai",14.0,30.0,99.0,,
3257,29/05/2012,"Thiruvottiyur,  Chennai",15.0,30.0,80.0,,
3258,30/05/2012,"Thiruvottiyur,  Chennai",14.0,26.0,124.0,,
3259,6/1/2012,"Thiruvottiyur,  Chennai",19.0,23.0,139.0,,
3260,6/6/2012,"Thiruvottiyur,  Chennai",19.0,27.0,116.0,,
3261,6/8/2012,"Thiruvottiyur,  Chennai",18.0,27.0,122.0,,
3262,15/06/2012,"Thiruvottiyur,  Chennai",17.0,25.0,116.0,,
3263,20/06/2012,"Thiruvottiyur,  Chennai",19.0,28.0,151.0,,
3264,22/06/2012,"Thiruvottiyur,  Chennai",15.0,26.0,91.0,,
3265,27/06/2012,"Thiruvottiyur,  Chennai",16.0,25.0,85.0,,
3266,7/4/2012,"Thiruvottiyur,  Chennai",14.0,20.0,81.0,,
3267,7/6/2012,"Thiruvottiyur,  Chennai",14.0,22.0,46.0,,
3268,7/11/2012,"Thiruvottiyur,  Chennai",15.0,21.0,74.0,,
3269,13/07/2012,"Thiruvottiyur,  Chennai",13.0,20.0,76.0,,
3270,18/07/2012,"Thiruvottiyur,  Chennai",13.0,23.0,73.0,,
3271,20/07/2012,"Thiruvottiyur,  Chennai",13.0,25.0,94.0,,
3272,25/07/2012,"Thiruvottiyur,  Chennai",17.0,23.0,89.0,,
3273,27/07/2012,"Thiruvottiyur,  Chennai",16.0,23.0,81.0,,
3274,8/1/2012,"Thiruvottiyur,  Chennai",17.0,19.0,106.0,,
3275,8/3/2012,"Thiruvottiyur,  Chennai",16.0,18.0,94.0,,
3276,8/8/2012,"Thiruvottiyur,  Chennai",18.0,22.0,79.0,,
3277,8/10/2012,"Thiruvottiyur,  Chennai",16.0,18.0,70.0,,
3278,13/08/2012,"Thiruvottiyur,  Chennai",17.0,26.0,85.0,,
3279,17/08/2012,"Thiruvottiyur,  Chennai",19.0,20.0,85.0,,
3280,22/08/2012,"Thiruvottiyur,  Chennai",20.0,22.0,51.0,,
3281,24/08/2012,"Thiruvottiyur,  Chennai",16.0,51.0,58.0,,
3282,29/08/2012,"Thiruvottiyur,  Chennai",20.0,20.0,72.0,,
3283,31/08/2012,"Thiruvottiyur,  Chennai",18.0,17.0,82.0,,
3284,9/5/2012,"Thiruvottiyur,  Chennai",14.0,19.0,77.0,,
3285,9/7/2012,"Thiruvottiyur,  Chennai",16.0,17.0,71.0,,
3286,9/12/2012,"Thiruvottiyur,  Chennai",14.0,21.0,69.0,,
3287,14/09/2012,"Thiruvottiyur,  Chennai",17.0,18.0,67.0,,
3288,21/09/2012,"Thiruvottiyur,  Chennai",,,,,
3289,26/09/2012,"Thiruvottiyur,  Chennai",17.0,18.0,107.0,,
3290,28/09/2012,"Thiruvottiyur,  Chennai",14.0,18.0,103.0,,
3291,10/3/2012,"Thiruvottiyur,  Chennai",14.0,20.0,98.0,,
3292,10/5/2012,"Thiruvottiyur,  Chennai",13.0,18.0,93.0,,
3293,10/10/2012,"Thiruvottiyur,  Chennai",17.0,17.0,98.0,,
3294,17/10/2012,"Thiruvottiyur,  Chennai",12.0,17.0,93.0,,
3295,10/12/2012,"Thiruvottiyur,  Chennai",14.0,17.0,104.0,,
3296,26/10/2012,"Thiruvottiyur,  Chennai",16.0,16.0,107.0,,
3297,11/2/2012,"Thiruvottiyur,  Chennai",15.0,16.0,93.0,,
3298,11/7/2012,"Thiruvottiyur,  Chennai",13.0,18.0,84.0,,
3299,11/9/2012,"Thiruvottiyur,  Chennai",,,96.0,,
3300,14/11/2012,"Thiruvottiyur,  Chennai",14.0,18.0,126.0,,
3301,16/11/2012,"Thiruvottiyur,  Chennai",14.0,14.0,107.0,,
3302,21/11/2012,"Thiruvottiyur,  Chennai",13.0,17.0,100.0,,
3303,23/11/2012,"Thiruvottiyur,  Chennai",12.0,17.0,76.0,,
3304,28/11/2012,"Thiruvottiyur,  Chennai",11.0,18.0,85.0,,
3305,30/11/2012,"Thiruvottiyur,  Chennai",14.0,21.0,79.0,,
3306,12/5/2012,"Thiruvottiyur,  Chennai",15.0,18.0,59.0,,
3307,12/7/2012,"Thiruvottiyur,  Chennai",15.0,13.0,96.0,,
3308,12/12/2012,"Thiruvottiyur,  Chennai",16.0,17.0,88.0,,
3309,14/12/2012,"Thiruvottiyur,  Chennai",18.0,15.0,107.0,,
3310,19/12/2012,"Thiruvottiyur,  Chennai",15.0,18.0,102.0,,
3311,21/12/2012,"Thiruvottiyur,  Chennai",13.0,17.0,109.0,,
3312,26/12/2012,"Thiruvottiyur,  Chennai",16.0,15.0,108.0,,
3313,28/12/2012,"Thiruvottiyur,  Chennai",14.0,18.0,85.0,,
5416,1/4/2013,"Thiruvottiyur,  Chennai",15.0,17.0,92.0,,
5417,1/11/2013,"Thiruvottiyur,  Chennai",13.0,16.0,120.0,,
5418,18-01-13,"Thiruvottiyur,  Chennai",15.0,17.0,91.0,,
5419,23-01-13,"Thiruvottiyur,  Chennai",15.0,17.0,93.0,,
5420,30-01-13,"Thiruvottiyur,  Chennai",15.0,17.0,84.0,,
5421,2/1/2013,"Thiruvottiyur,  Chennai",15.0,18.0,106.0,,
5422,2/6/2013,"Thiruvottiyur,  Chennai",15.0,18.0,74.0,,
5423,2/8/2013,"Thiruvottiyur,  Chennai",16.0,22.0,92.0,,
5424,13-02-13,"Thiruvottiyur,  Chennai",17.0,16.0,64.0,,
5425,15-02-13,"Thiruvottiyur,  Chennai",12.0,19.0,86.0,,
5426,20-02-13,"Thiruvottiyur,  Chennai",16.0,18.0,57.0,,
5427,22-02-13,"Thiruvottiyur,  Chennai",17.0,18.0,59.0,,
5428,27-02-13,"Thiruvottiyur,  Chennai",14.0,18.0,82.0,,
5429,3/1/2013,"Thiruvottiyur,  Chennai",16.0,17.0,100.0,,
5430,3/6/2013,"Thiruvottiyur,  Chennai",20.0,23.0,46.0,,
5431,3/8/2013,"Thiruvottiyur,  Chennai",12.0,18.0,68.0,,
5432,15-03-13,"Thiruvottiyur,  Chennai",14.0,20.0,67.0,,
5433,20-03-13,"Thiruvottiyur,  Chennai",17.0,19.0,48.0,,
5434,22-03-13,"Thiruvottiyur,  Chennai",16.0,20.0,78.0,,
5435,27-03-13,"Thiruvottiyur,  Chennai",15.0,18.0,66.0,,
5436,4/3/2013,"Thiruvottiyur,  Chennai",16.0,21.0,49.0,,
5437,4/5/2013,"Thiruvottiyur,  Chennai",16.0,15.0,45.0,,
5438,4/10/2013,"Thiruvottiyur,  Chennai",15.0,17.0,55.0,,
5439,4/12/2013,"Thiruvottiyur,  Chennai",13.0,18.0,64.0,,
5440,17-04-13,"Thiruvottiyur,  Chennai",15.0,18.0,68.0,,
5441,19-04-13,"Thiruvottiyur,  Chennai",12.0,19.0,49.0,,
5442,26-04-13,"Thiruvottiyur,  Chennai",20.0,22.0,51.0,,
5443,5/3/2013,"Thiruvottiyur,  Chennai",18.0,19.0,59.0,,
5444,5/8/2013,"Thiruvottiyur,  Chennai",19.0,17.0,57.0,,
5445,5/10/2013,"Thiruvottiyur,  Chennai",19.0,20.0,52.0,,
5446,15-05-13,"Thiruvottiyur,  Chennai",15.0,17.0,71.0,,
5447,17-05-13,"Thiruvottiyur,  Chennai",14.0,19.0,54.0,,
5448,22-05-13,"Thiruvottiyur,  Chennai",16.0,19.0,53.0,,
5449,24-05-13,"Thiruvottiyur,  Chennai",18.0,20.0,79.0,,
5450,29-05-13,"Thiruvottiyur,  Chennai",19.0,20.0,60.0,,
5451,31-05-13,"Thiruvottiyur,  Chennai",11.0,14.0,71.0,,
5452,6/5/2013,"Thiruvottiyur,  Chennai",18.0,19.0,99.0,,
5453,6/7/2013,"Thiruvottiyur,  Chennai",13.0,18.0,50.0,,
5454,6/12/2013,"Thiruvottiyur,  Chennai",16.0,18.0,67.0,,
5455,14-06-13,"Thiruvottiyur,  Chennai",16.0,19.0,102.0,,
5456,19-06-13,"Thiruvottiyur,  Chennai",16.0,21.0,88.0,,
5457,21-06-13,"Thiruvottiyur,  Chennai",16.0,16.0,65.0,,
5458,26-06-13,"Thiruvottiyur,  Chennai",16.0,19.0,101.0,,
5459,28-06-13,"Thiruvottiyur,  Chennai",19.0,17.0,48.0,,
5460,7/3/2013,"Thiruvottiyur,  Chennai",14.0,17.0,60.0,,
5461,7/5/2013,"Thiruvottiyur,  Chennai",11.0,17.0,45.0,,
5462,7/10/2013,"Thiruvottiyur,  Chennai",13.0,18.0,84.0,,
5463,7/12/2013,"Thiruvottiyur,  Chennai",16.0,16.0,59.0,,
5464,17-07-13,"Thiruvottiyur,  Chennai",14.0,14.0,63.0,,
5465,19-07-13,"Thiruvottiyur,  Chennai",12.0,18.0,60.0,,
5466,24-07-13,"Thiruvottiyur,  Chennai",12.0,17.0,60.0,,
5467,26-07-13,"Thiruvottiyur,  Chennai",14.0,17.0,92.0,,
5468,31-07-13,"Thiruvottiyur,  Chennai",15.0,19.0,73.0,,
5469,8/2/2013,"Thiruvottiyur,  Chennai",13.0,16.0,48.0,,
5470,8/7/2013,"Thiruvottiyur,  Chennai",13.0,18.0,53.0,,
5471,16-08-13,"Thiruvottiyur,  Chennai",14.0,18.0,65.0,,
5472,21-08-13,"Thiruvottiyur,  Chennai",14.0,21.0,56.0,,
5473,23-08-13,"Thiruvottiyur,  Chennai",15.0,18.0,37.0,,
5474,30-08-13,"Thiruvottiyur,  Chennai",18.0,21.0,56.0,,
5475,9/4/2013,"Thiruvottiyur,  Chennai",14.0,16.0,45.0,,
5476,9/6/2013,"Thiruvottiyur,  Chennai",17.0,20.0,44.0,,
5477,9/11/2013,"Thiruvottiyur,  Chennai",14.0,18.0,51.0,,
5478,13-09-13,"Thiruvottiyur,  Chennai",12.0,17.0,42.0,,
5479,18-09-13,"Thiruvottiyur,  Chennai",14.0,19.0,64.0,,
5480,20-09-13,"Thiruvottiyur,  Chennai",14.0,20.0,42.0,,
5481,25-09-13,"Thiruvottiyur,  Chennai",16.0,19.0,57.0,,
5482,27-09-13,"Thiruvottiyur,  Chennai",15.0,15.0,65.0,,
5483,10/4/2013,"Thiruvottiyur,  Chennai",15.0,17.0,54.0,,
5484,10/9/2013,"Thiruvottiyur,  Chennai",15.0,18.0,81.0,,
5485,10/11/2013,"Thiruvottiyur,  Chennai",16.0,18.0,61.0,,
5486,18-10-13,"Thiruvottiyur,  Chennai",15.0,16.0,26.0,,
5487,25-10-13,"Thiruvottiyur,  Chennai",20.0,19.0,45.0,,
5488,30-10-13,"Thiruvottiyur,  Chennai",16.0,14.0,29.0,,
5489,11/1/2013,"Thiruvottiyur,  Chennai",15.0,16.0,32.0,,
5490,11/6/2013,"Thiruvottiyur,  Chennai",15.0,17.0,44.0,,
5491,11/8/2013,"Thiruvottiyur,  Chennai",17.0,19.0,40.0,,
5492,13-11-13,"Thiruvottiyur,  Chennai",15.0,16.0,99.0,,
5493,20-11-13,"Thiruvottiyur,  Chennai",15.0,17.0,87.0,,
5494,22-11-13,"Thiruvottiyur,  Chennai",11.0,18.0,53.0,,
5495,27-11-13,"Thiruvottiyur,  Chennai",16.0,14.0,43.0,,
5496,29-11-13,"Thiruvottiyur,  Chennai",15.0,18.0,77.0,,
5497,12/4/2013,"Thiruvottiyur,  Chennai",12.0,16.0,33.0,,
5498,12/6/2013,"Thiruvottiyur,  Chennai",14.0,16.0,58.0,,
5499,12/11/2013,"Thiruvottiyur,  Chennai",17.0,16.0,67.0,,
5500,13-12-13,"Thiruvottiyur,  Chennai",13.0,15.0,40.0,,
5501,18-12-13,"Thiruvottiyur,  Chennai",15.0,13.0,55.0,,
5502,20-12-13,"Thiruvottiyur,  Chennai",14.0,15.0,64.0,,
5503,27-12-13,"Thiruvottiyur,  Chennai",15.0,18.0,53.0,,
7357,01-03-14,"Thiruvottiyur,  Chennai",13.0,17.0,31.0,,
7358,01-08-14,"Thiruvottiyur,  Chennai",11.0,16.0,40.0,,
7359,01-10-14,"Thiruvottiyur,  Chennai",13.0,17.0,30.0,,
7360,17-01-14,"Thiruvottiyur,  Chennai",16.0,18.0,31.0,,
7361,22-01-14,"Thiruvottiyur,  Chennai",12.0,14.0,35.0,,
7362,24-01-14,"Thiruvottiyur,  Chennai",14.0,18.0,38.0,,
7363,29-01-14,"Thiruvottiyur,  Chennai",14.0,16.0,49.0,,
7364,31-01-14,"Thiruvottiyur,  Chennai",14.0,15.0,36.0,,
7365,02-05-14,"Thiruvottiyur,  Chennai",13.0,17.0,54.0,,
7366,02-07-14,"Thiruvottiyur,  Chennai",14.0,17.0,51.0,,
7367,02-12-14,"Thiruvottiyur,  Chennai",13.0,18.0,44.0,,
7368,14-02-14,"Thiruvottiyur,  Chennai",16.0,16.0,41.0,,
7369,19-02-14,"Thiruvottiyur,  Chennai",10.0,18.0,46.0,,
7370,21-02-14,"Thiruvottiyur,  Chennai",14.0,17.0,46.0,,
7371,26-02-14,"Thiruvottiyur,  Chennai",13.0,17.0,25.0,,
7372,28-02-14,"Thiruvottiyur,  Chennai",14.0,13.0,35.0,,
7373,03-05-14,"Thiruvottiyur,  Chennai",14.0,18.0,28.0,,
7374,03-07-14,"Thiruvottiyur,  Chennai",14.0,17.0,46.0,,
7375,03-12-14,"Thiruvottiyur,  Chennai",12.0,19.0,68.0,,
7376,14-03-14,"Thiruvottiyur,  Chennai",16.0,15.0,53.0,,
7377,19-03-14,"Thiruvottiyur,  Chennai",10.0,17.0,53.0,,
7378,21-03-14,"Thiruvottiyur,  Chennai",14.0,16.0,36.0,,
7379,26-03-14,"Thiruvottiyur,  Chennai",13.0,17.0,41.0,,
7380,28-03-14,"Thiruvottiyur,  Chennai",14.0,13.0,46.0,,
7381,04-02-14,"Thiruvottiyur,  Chennai",13.0,17.0,42.0,,
7382,04-04-14,"Thiruvottiyur,  Chennai",15.0,19.0,40.0,,
7383,04-09-14,"Thiruvottiyur,  Chennai",13.0,17.0,42.0,,
7384,04-11-14,"Thiruvottiyur,  Chennai",14.0,15.0,46.0,,
7385,16-04-14,"Thiruvottiyur,  Chennai",11.0,19.0,35.0,,
7386,23-04-14,"Thiruvottiyur,  Chennai",14.0,17.0,43.0,,
7387,25-04-14,"Thiruvottiyur,  Chennai",13.0,18.0,30.0,,
7388,30-04-14,"Thiruvottiyur,  Chennai",15.0,17.0,27.0,,
7389,05-02-14,"Thiruvottiyur,  Chennai",12.0,15.0,34.0,,
7390,05-07-14,"Thiruvottiyur,  Chennai",15.0,16.0,32.0,,
7391,05-09-14,"Thiruvottiyur,  Chennai",14.0,16.0,45.0,,
7392,14-05-14,"Thiruvottiyur,  Chennai",13.0,15.0,32.0,,
7393,16-05-14,"Thiruvottiyur,  Chennai",13.0,15.0,48.0,,
7394,21-05-14,"Thiruvottiyur,  Chennai",14.0,19.0,33.0,,
7395,23-05-14,"Thiruvottiyur,  Chennai",12.0,17.0,41.0,,
7396,28-05-14,"Thiruvottiyur,  Chennai",15.0,15.0,32.0,,
7397,30-05-14,"Thiruvottiyur,  Chennai",10.0,13.0,36.0,,
7398,06-04-14,"Thiruvottiyur,  Chennai",15.0,16.0,38.0,,
7399,06-06-14,"Thiruvottiyur,  Chennai",15.0,18.0,39.0,,
7400,06-11-14,"Thiruvottiyur,  Chennai",13.0,19.0,36.0,,
7401,13-06-14,"Thiruvottiyur,  Chennai",11.0,17.0,54.0,,
7402,18-06-14,"Thiruvottiyur,  Chennai",13.0,14.0,71.0,,
7403,20-06-14,"Thiruvottiyur,  Chennai",16.0,19.0,47.0,,
7404,25-06-14,"Thiruvottiyur,  Chennai",15.0,16.0,58.0,,
7405,27-06-14,"Thiruvottiyur,  Chennai",14.0,16.0,42.0,,
7406,07-02-14,"Thiruvottiyur,  Chennai",14.0,16.0,36.0,,
7407,07-04-14,"Thiruvottiyur,  Chennai",15.0,17.0,52.0,,
7408,07-09-14,"Thiruvottiyur,  Chennai",14.0,19.0,37.0,,
7409,07-11-14,"Thiruvottiyur,  Chennai",15.0,14.0,43.0,,
7410,16-07-14,"Thiruvottiyur,  Chennai",12.0,16.0,35.0,,
7411,18-07-14,"Thiruvottiyur,  Chennai",11.0,17.0,45.0,,
7412,23-07-14,"Thiruvottiyur,  Chennai",16.0,15.0,36.0,,
7413,25-07-14,"Thiruvottiyur,  Chennai",11.0,16.0,24.0,,
7414,30-07-14,"Thiruvottiyur,  Chennai",13.0,17.0,68.0,,
7415,08-01-14,"Thiruvottiyur,  Chennai",14.0,15.0,100.0,,
7416,08-06-14,"Thiruvottiyur,  Chennai",15.0,14.0,46.0,,
7417,08-08-14,"Thiruvottiyur,  Chennai",17.0,15.0,30.0,,
7418,13-08-14,"Thiruvottiyur,  Chennai",13.0,15.0,41.0,,
7419,20-08-14,"Thiruvottiyur,  Chennai",14.0,18.0,35.0,,
7420,22-08-14,"Thiruvottiyur,  Chennai",14.0,17.0,38.0,,
7421,27-08-14,"Thiruvottiyur,  Chennai",16.0,13.0,44.0,,
7422,09-03-14,"Thiruvottiyur,  Chennai",11.0,16.0,31.0,,
7423,09-05-14,"Thiruvottiyur,  Chennai",10.0,15.0,37.0,,
7424,09-10-14,"Thiruvottiyur,  Chennai",10.0,15.0,32.0,,
7425,09-12-14,"Thiruvottiyur,  Chennai",10.0,14.0,33.0,,
7426,17-09-14,"Thiruvottiyur,  Chennai",14.0,13.0,48.0,,
7427,19-09-14,"Thiruvottiyur,  Chennai",14.0,12.0,41.0,,
7428,24-09-14,"Thiruvottiyur,  Chennai",10.0,17.0,29.0,,
7429,26-09-14,"Thiruvottiyur,  Chennai",11.0,15.0,36.0,,
7430,10-01-14,"Thiruvottiyur,  Chennai",12.0,16.0,41.0,,
7431,10-08-14,"Thiruvottiyur,  Chennai",13.0,12.0,40.0,,
7432,10-10-14,"Thiruvottiyur,  Chennai",13.0,15.0,36.0,,
7433,15-10-14,"Thiruvottiyur,  Chennai",14.0,14.0,33.0,,
7434,24-10-14,"Thiruvottiyur,  Chennai",18.0,18.0,40.0,,
7435,29-10-14,"Thiruvottiyur,  Chennai",12.0,14.0,46.0,,
7436,31-10-14,"Thiruvottiyur,  Chennai",11.0,13.0,55.0,,
7437,11-05-14,"Thiruvottiyur,  Chennai",12.0,12.0,54.0,,
7438,11-07-14,"Thiruvottiyur,  Chennai",10.0,13.0,57.0,,
7439,14-11-14,"Thiruvottiyur,  Chennai",10.0,14.0,30.0,,
7440,19-11-14,"Thiruvottiyur,  Chennai",13.0,15.0,32.0,,
7441,21-11-14,"Thiruvottiyur,  Chennai",10.0,17.0,49.0,,
7442,26-11-14,"Thiruvottiyur,  Chennai",12.0,14.0,59.0,,
7443,28-11-14,"Thiruvottiyur,  Chennai",10.0,11.0,49.0,,
7444,12-03-14,"Thiruvottiyur,  Chennai",12.0,13.0,60.0,,
7445,12-05-14,"Thiruvottiyur,  Chennai",11.0,12.0,52.0,,
7446,12-10-14,"Thiruvottiyur,  Chennai",12.0,14.0,46.0,,
7447,12-12-14,"Thiruvottiyur,  Chennai",13.0,13.0,45.0,,
7448,17-12-14,"Thiruvottiyur,  Chennai",10.0,16.0,50.0,,
7449,19-12-14,"Thiruvottiyur,  Chennai",12.0,13.0,49.0,,
7450,24-12-14,"Thiruvottiyur,  Chennai",12.0,11.0,44.0,,
7451,26-12-14,"Thiruvottiyur,  Chennai",13.0,13.0,50.0,,
7452,31-12-14,"Thiruvottiyur,  Chennai",11.0,11.0,50.0,,
